economy,current_account_gdp,fdi_net_inflows_gdp,external_debt_gni,total_reserves,inflation,gdp_growth,year
PHL,-0.376262661565375,2.59850803494211,21.2638927411851,80666223156.9831,1.25369880080982,7.14945675000752,2016
PHL,-0.652387929422696,3.12238778404896,20.1794848256215,81413504334.4498,2.85318772590947,6.9309883258402,2017
PHL,-2.55939306312468,2.86833826070497,20.6399906442903,79195598849.54,5.30934661627707,6.34148557153473,2018
PHL,-0.808557862529766,2.30117498598294,20.3516842117646,89515298355.7402,2.39206534422404,6.11852566221303,2019
PHL,3.20065009232564,1.88586363211171,25.3116389229833,109990274218.874,2.3931623931624,-9.51829474045297,2020
PHL,-1.50797765976295,3.04078855310045,26.1303951987477,108754857244.204,3.92718022100332,5.71473313185116,2021
PHL,-4.51605763317132,2.3475097233369,25.875290276635,96040188240.9305,5.82115811213955,7.58098212785563,2022
PHL,-2.83412113848662,2.0421035482067,25.6668725797068,103742233308.668,5.97802515541409,5.51894967862863,2023
RUS,4.97088857375125,0.502607961400285,37.125952762227,368042950258.841,15.5343959935701,-1.97271922580408,2015
RUS,1.91643731021353,2.54849998807899,43.1184713428485,377052204307.945,7.04243725413707,0.193690071260534,2016
RUS,2.04412673615753,1.81409297475419,33.8872742360339,432730507964.11,3.68333072334495,1.82579006401834,2017
RUS,6.97989872935135,0.530060790633169,29.548796109,468645216082.719,2.87831382614981,2.80724541059601,2018
RUS,3.87612476973049,1.88851731564914,29.6288697909038,555179461638.925,4.47202631837903,2.19807571335009,2019
RUS,2.36911533657246,0.634851184443604,31.6125814211445,596769862769.564,3.38219796948068,-2.65365450102773,2020
RUS,6.83107025995823,2.21136527873962,26.4340953468359,632241824796.464,6.69445891957612,5.86649177292595,2021
RUS,10.3741278519981,-1.73680981421063,16.757438584072,581709956946.206,13.7436797398232,-1.43588213859842,2022
RUS,2.38456738994872,-0.484918766027148,,597217063819.197,5.86571931748967,4.08252481259281,2023
SAU,-7.93818281494483,0.572622097928938,,626989686477.742,1.22269318552337,4.65512316652699,2015
SAU,-3.91268584311643,3.18518611850268,,547266635919.121,2.05347076823965,1.70404739202878,2016
SAU,1.2254608961689,0.136801407151884,,509457096430.156,-0.834845735027246,1.18210705878283,2017
